bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Genomic length of genes,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
696,0.11,1,L-TADs,691,3R,2737650,2911249,173600,30144,89.48,PcG,0.717221,0.115989,6342.73,0.11,0.050699,18793,15891,17313,17141,37.31138895,35.71200386,6.47877021,6.201052099,6,6,
697,0.07,0,NonL-TADs,692,3R,2911250,2951749,40500,40187,55.09,Active,0.432125,0.103582,3741.85,0.07,0.020531,77109,71165,68472,71479,119.6444443,108.8092635,118.7197847,107.9683425,5,,6
698,0.08,0,NonL-TADs,693,3R,2951750,3013749,62000,61483,63.49,Active,0.363698,0.0964527,4411.31,0.08,0.026816,6166,5372,5686,5842,6.085392631,5.858337247,6.034648308,5.809486273,5,,6
699,0.14,2,L-TADs,694,3R,3013750,3370249,356500,142257,113.74,Null,0.605635,0.068429,17294.3,0.14,0.082124,11390,10769,10556,10261,5.051142626,4.572144504,2.015597185,1.824458796,6,5,
700,0.13,0,NonL-TADs,695,3R,3370250,3636349,266100,143664,103.17,Null,0.253559,0.0620189,6259.21,0.13,0.070811,2205,2538,2363,2442,1.07057794,1.045011066,0.5779913913,0.5641881615,4,,5
701,0.09,1,L-TADs,696,3R,3636350,3711949,75600,68421,67.83,Null,0.51332,0.0609149,2426.14,0.09,0.033939,191,168,182,144,0.1701445926,0.1488687817,0.1539876081,0.134732155,6,4,
702,0.09,1,L-TADs,697,3R,3711950,3800049,88100,88282,71.38,PcG,0.504655,0.0506883,5049.02,0.09,0.033939,13260,11916,13420,13562,9.247571256,9.549429485,9.266675206,9.569157023,6,4,
703,0.06,0,NonL-TADs,698,3R,3800050,3826249,26200,20041,47.64,Null,0.394338,0.0531841,1392.77,0.06,0.015084,4746,4717,4270,4574,15.3116704,13.78811184,11.71225903,10.54685303,5,,6
704,0.07,0,NonL-TADs,699,3R,3826250,3860949,34700,35687,52.32,Active,0.291945,0.0592452,2661.89,0.07,0.020531,8279,7503,8395,8588,14.34052722,14.86893354,14.74842636,15.29186257,4,,5
705,0.08,0,NonL-TADs,700,3R,3860950,3929049,68100,41135,65.5,Null,0.248221,0.0598863,4778.23,0.08,0.026816,159,184,219,332,0.2703931831,0.4185193564,0.1633278059,0.25280167,4,,4
706,0.06,0,NonL-TADs,701,3R,3929050,3953549,24500,22822,46.59,Active,0.283954,0.0623294,1547.85,0.06,0.015084,12819,11986,12130,12548,35.24509214,33.78560579,32.83116297,31.47163655,4,,5
707,0.09,1,L-TADs,702,3R,3953550,4058749,105200,38897,75.72,PcG,0.314876,0.0677595,5248.32,0.09,0.033939,1501,1440,1522,1564,2.451839501,2.478878647,0.9065513409,0.9165488851,4,2,
708,0.09,0,NonL-TADs,703,3R,4058750,4142149,83400,56720,70.08,PcG,0.233684,0.0665138,5976.51,0.09,0.033939,22795,19950,21334,21641,24.43780636,23.67309902,16.62005248,16.09997814,3,,4
709,0.06,0,NonL-TADs,704,3R,4142150,4165949,23800,19050,46.14,PcG,0.208939,0.0625547,1328.44,0.06,0.015084,3774,2584,3168,2904,10.82277584,9.958919788,8.662768057,7.97132025,3,,4
710,0.06,0,NonL-TADs,705,3R,4165950,4186949,21000,16509,44.25,Active,0.216892,0.0612511,1312.92,0.06,0.015084,10164,9731,9664,9917,39.07835698,37.05864633,30.72117121,29.13339011,3,,4
711,0.13,1,L-TADs,706,3R,4186950,4467149,280200,136352,104.97,Null,0.323221,0.061088,11591,0.13,0.070811,5113,4727,4995,4889,2.340166219,2.264887713,1.138780672,1.102148356,4,2,
712,0.06,0,NonL-TADs,707,3R,4467150,4494049,26900,26125,48.06,Active,0.205724,0.0612294,1002.08,0.06,0.015084,30541,26235,28294,29829,70.47281395,69.5131829,68.44246336,67.51047968,3,,4
713,0.07,0,NonL-TADs,708,3R,4494050,4541549,47500,27186,58.09,PcG,0.19542,0.0615538,4071.43,0.07,0.020531,3740,3918,3816,4028,9.134466121,9.015041369,5.227991494,5.159640309,3,,4
714,0.09,1,L-TADs,709,3R,4541550,4626149,84600,87019,70.42,Null,0.196189,0.0575866,5372.09,0.09,0.033939,9758,7901,8679,8891,6.580594623,6.308601936,6.76875607,6.488986192,3,1,
715,0.06,0,NonL-TADs,710,3R,4626150,4647149,21000,11979,44.25,Active,0.157138,0.0590719,1287.02,0.06,0.015084,20187,17066,18979,18857,100.8448693,98.68703555,57.52479473,56.29390471,3,,3
716,0.11,0,NonL-TADs,711,3R,4647150,4805849,158700,130662,86.85,Null,0.0880336,0.0563061,9815.82,0.11,0.050699,9483,9420,9519,10282,4.691314546,4.734926849,3.862486082,3.89839327,2,,2
717,0.06,0,NonL-TADs,712,3R,4805850,4830049,24200,22005,46.4,Active,0.0685715,0.061947,1647.33,0.06,0.015084,3634,3197,3550,3866,10.06644285,10.52988916,9.153391527,9.574802108,1,,2
718,0.05,0,NonL-TADs,713,3R,4830050,4844149,14100,13489,38.75,Active,0.0631961,0.0635247,1752.39,0.05,0.010475,8445,6431,7705,6688,35.76181358,33.3385742,34.21213499,31.89390265,1,,1
719,0.06,0,NonL-TADs,714,3R,4844150,4875649,31500,35040,50.66,Active,0.0589207,0.0643486,1899.65,0.06,0.015084,8221,7822,8398,8792,14.84685975,15.32806138,16.51536398,17.05064351,1,,1
720,0.05,0,NonL-TADs,715,3R,4875650,4894049,18400,15180,42.35,Active,0.0536524,0.0609204,1890.61,0.05,0.010475,4979,4246,4898,5303,19.70641948,20.99647686,16.25779607,17.32209341,1,,1
721,0.11,0,NonL-TADs,716,3R,4894050,5062649,168600,169241,88.62,Null,0.0490587,0.0579432,12462.3,0.11,0.050699,1457,953,1408,1425,0.4617687934,0.5230177684,0.4635243912,0.5250062286,1,,1
722,0.09,0,NonL-TADs,717,3R,5062650,5159949,97300,66244,73.78,Active,0.0622707,0.0665714,8992.35,0.09,0.033939,18648,18325,17744,18336,18.09886173,17.01748717,12.32210685,11.58588305,1,,1
723,0.08,0,NonL-TADs,718,3R,5159950,5226449,66500,55611,64.99,Null,0.0802761,0.0618525,10422.3,0.08,0.026816,22804,20331,24926,22843,25.15256139,26.83866421,21.0339713,22.44398429,1,,2
724,0.09,1,L-TADs,719,3R,5226450,5323949,97500,67108,73.83,Active,0.109184,0.0724511,13138.8,0.09,0.033939,16116,13726,16971,17142,14.42004946,15.88258067,9.925135173,10.93177666,2,1,
725,0.05,0,NonL-TADs,720,3R,5323950,5341749,17800,15909,41.88,Active,0.0959039,0.0706413,2857.35,0.05,0.010475,22678,19851,21774,22121,86.68728657,86.2080106,77.47797989,77.04962026,2,,2
726,0.07,0,NonL-TADs,721,3R,5341750,5376449,34700,29857,52.32,Active,0.0770269,0.0719701,2563.83,0.07,0.020531,4939,3971,5013,5021,9.67708723,10.50034045,8.326478196,9.034831835,1,,2
727,0.06,0,NonL-TADs,722,3R,5376450,5399349,22900,20332,45.55,Active,0.0628715,0.0706882,2576.18,0.06,0.015084,8056,6883,7413,7580,23.82618701,23.04007516,21.15432464,20.45636717,1,,1
728,0.05,0,NonL-TADs,723,3R,5399350,5417549,18200,50542,42.19,Active,0.0560811,0.0675087,2923.35,0.05,0.010475,13431,11483,12398,11481,15.98468773,14.76179479,44.39000481,40.99399078,1,,1
729,0.07,0,NonL-TADs,724,3R,5417550,5457649,40100,6635,54.9,Active,0.0519128,0.065516,4853.41,0.07,0.020531,21986,20039,20546,19482,205.3902932,188.4943841,33.98415449,31.18853462,1,,1
730,0.07,0,NonL-TADs,725,3R,5457650,5504849,47200,43588,57.97,Null,0.0478057,0.0583789,7021.76,0.07,0.020531,14829,13459,15069,14002,21.04497533,20.83859722,19.43449968,19.24391474,1,,1
731,0.06,0,NonL-TADs,726,3R,5504850,5530849,26000,23775,47.52,Null,0.0486586,0.0561773,2331.29,0.06,0.015084,2625,2245,2558,2585,6.642346937,6.758828867,6.073915324,6.180429089,1,,1
732,0.08,0,NonL-TADs,727,3R,5530850,5588849,58000,50385,62.09,Active,0.0566357,0.0608967,7361.23,0.08,0.026816,18555,16171,19210,18944,22.34943857,23.65997405,19.41511142,20.55358263,1,,1
733,0.05,0,NonL-TADs,728,3R,5588850,5604949,16100,15204,40.5,Active,0.0648719,0.0596995,2359.84,0.05,0.010475,28851,25305,26911,25289,115.5052803,107.2724238,109.0771604,101.3024802,1,,1
734,0.06,0,NonL-TADs,729,3R,5604950,5636249,31300,26624,50.55,Active,0.0745165,0.0590896,2073.46,0.06,0.015084,11010,8428,10806,10710,23.67507661,25.25013373,20.13818657,21.47794123,1,,2
735,0.08,0,NonL-TADs,730,3R,5636250,5695049,58800,46518,62.38,Null,0.0947539,0.055082,4914.26,0.08,0.026816,126,101,132,124,0.1582406079,0.1719469127,0.1251876973,0.1360310627,2,,2
736,0.11,1,L-TADs,731,3R,5695050,5869049,174000,165834,89.55,Null,0.165953,0.0546169,11053,0.11,0.050699,4022,3274,4053,4162,1.426672759,1.547780758,1.359717531,1.475141805,3,1,
737,0.08,0,NonL-TADs,732,3R,5869050,5927949,58900,25262,62.41,Active,0.103322,0.0492202,4650.49,0.08,0.026816,11428,8873,7745,10776,26.05930448,22.90720764,11.17674278,9.824819685,2,,2
738,0.06,0,NonL-TADs,733,3R,5927950,5960849,32900,24520,51.4,Null,0.0873185,0.04094,3949.47,0.06,0.015084,3349,2958,3342,3357,8.340949371,8.536207501,6.216415762,6.361939451,1,,2
739,0.1,0,NonL-TADs,734,3R,5960850,6091149,130300,142934,81.32,Null,0.0864156,0.0430727,5751.5,0.1,0.0419,4980,4709,4757,5144,2.198145967,2.1643075,2.41128009,2.374160616,1,,2
740,0.11,0,NonL-TADs,735,3R,6091150,6242349,151200,89825,85.46,Null,0.120746,0.043562,8396.18,0.11,0.050699,24136,20996,26494,27404,16.29297809,18.74782434,9.679343631,11.13772038,2,,2
741,0.13,2,L-TADs,736,3R,6242350,6500049,257700,135699,102.08,PcG,0.352308,0.0622796,6831.46,0.13,0.070811,270,286,305,305,0.1328652057,0.1404522301,0.06996381664,0.07395897235,5,2,
742,0.11,1,L-TADs,737,3R,6500050,6676749,176700,116387,90.01,Null,0.298969,0.0492057,7468.89,0.11,0.050699,15090,13121,13659,13586,7.860082907,7.314047726,5.177201297,4.817544271,4,2,
743,0.05,0,NonL-TADs,738,3R,6676750,6695549,18800,19130,42.65,Active,0.194707,0.0457265,903.88,0.05,0.010475,9261,8444,8664,8401,30.01194079,27.87191277,30.53874613,28.36115379,3,,4
744,0.06,0,NonL-TADs,739,3R,6695550,6719449,23900,27811,46.2,Active,0.141462,0.044148,1288.15,0.06,0.015084,8619,7993,8201,8405,19.36950121,18.65622969,22.53912963,21.70913824,2,,3
745,0.14,0,NonL-TADs,740,3R,6719450,7024549,305100,84240,107.99,Null,0.083799,0.0525952,13000.7,0.14,0.082124,738,635,790,818,0.5285247129,0.5964075571,0.1459289473,0.1646718211,1,,2
746,0.05,0,NonL-TADs,741,3R,7024550,7037049,12500,9968,37.23,Active,0.0694481,0.0491617,0,0.05,0.010475,32750,35180,31587,34007,220.9869893,205.6039897,176.2238648,163.9568455,1,,2
747,0.06,0,NonL-TADs,742,3R,7037050,7070149,33100,31808,51.5,Active,0.0649327,0.0475211,3126.67,0.06,0.015084,83724,74340,80033,77523,161.142362,154.7654573,154.8524547,148.7244612,1,,1
748,0.14,0,NonL-TADs,743,3R,7070150,7384049,313900,149935,109.02,PcG,0.0890544,0.0810448,17119.4,0.14,0.082124,13674,12549,13327,13110,5.671428625,5.509150017,2.708969898,2.631457177,2,,2
749,0.08,0,NonL-TADs,744,3R,7384050,7445549,61500,65037,63.32,Active,0.0920977,0.0644162,5520.08,0.08,0.026816,30048,30392,30065,32169,30.13540798,29.89803645,31.86856145,31.61753816,2,,2
750,0.08,0,NonL-TADs,745,3R,7445550,7519749,74200,72142,67.4,Active,0.137628,0.0828288,6135.93,0.08,0.026816,11914,9819,11923,12258,9.768876558,10.47276915,9.497928472,10.182298,2,,3
751,0.08,0,NonL-TADs,746,3R,7519750,7589149,69400,41516,65.92,Null,0.151148,0.0652686,8771.33,0.08,0.026816,14286,11051,14914,16328,19.79031961,23.51249826,11.83883154,14.06548815,2,,3
752,0.08,0,NonL-TADs,747,3R,7589150,7647249,58100,46326,62.13,Active,0.284012,0.0742474,5549.68,0.08,0.026816,27596,26230,24713,24245,37.67735647,33.01979075,30.04201749,26.32831026,4,,5
753,0.1,1,L-TADs,748,3R,7647250,7775749,128500,82314,80.95,Null,0.510178,0.0795751,9149.13,0.1,0.0419,4727,3473,4650,4668,3.230377419,3.536913602,2.069301843,2.265661527,6,4,
754,0.13,1,L-TADs,749,3R,7775750,8045249,269500,134393,103.61,Null,0.675728,0.0878225,13549.5,0.13,0.070811,19105,15985,16464,17439,8.466810496,7.882009112,4.222189473,3.930563453,6,6,
755,0.1,1,L-TADs,750,3R,8045250,8175749,130500,65479,81.36,PcG,0.653746,0.103625,6282.64,0.1,0.0419,2371,2011,2469,2753,2.170118528,2.491783357,1.088867365,1.250264233,6,5,
756,0.08,0,NonL-TADs,751,3R,8175750,8232249,56500,55884,61.55,Active,0.491536,0.0776362,4718.6,0.08,0.026816,6992,6681,6798,6998,7.933949827,7.713316521,7.84744871,7.629220893,5,,6
757,0.12,1,L-TADs,752,3R,8232250,8454649,222400,121083,97.19,Active,0.602587,0.0828531,29000.7,0.12,0.060336,65977,62385,64230,66142,34.37687717,33.64159722,18.71607652,18.31576221,6,5,
758,0.09,0,NonL-TADs,753,3R,8454650,8548849,94200,75592,72.99,Active,0.373101,0.0915863,13785.3,0.09,0.033939,23242,22426,23349,21499,19.59066942,18.53713855,15.72078432,14.87536494,5,,6
759,0.13,1,L-TADs,754,3R,8548850,8808149,259300,84682,102.29,Null,0.566127,0.0717176,16621.2,0.13,0.070811,4664,4681,4414,4728,3.578502452,3.373071615,1.168664653,1.101575204,6,4,
760,0.07,0,NonL-TADs,755,3R,8808150,8855749,47600,44102,58.13,Active,0.340952,0.0549575,3545.72,0.07,0.020531,17925,15312,18072,18574,24.43861851,25.96233467,22.6426881,24.05443033,4,,5
761,0.07,0,NonL-TADs,756,3R,8855750,8905449,49700,44273,58.98,PcG,0.343765,0.048833,4703.8,0.07,0.020531,6009,5501,5835,6080,8.430425448,8.408732694,7.509863699,7.49053969,4,,6
762,0.11,1,L-TADs,757,3R,8905450,9084649,179200,121352,90.44,Null,0.443941,0.0406405,6859.68,0.11,0.050699,1817,1576,1786,1943,0.9066716602,0.9601097867,0.6139867149,0.6501743462,5,3,
763,0.05,0,NonL-TADs,758,3R,9084650,9097949,13300,11751,38,Active,0.400211,0.0395892,0,0.05,0.010475,5511,4634,5080,5306,27.99563644,27.61524773,24.73509202,24.39900572,5,,6
764,0.09,1,L-TADs,759,3R,9097950,9190449,92500,43574,72.54,Null,0.367408,0.0362122,4751.28,0.09,0.033939,1944,1543,1888,1932,2.595001649,2.739122059,1.222428128,1.290318969,5,2,
765,0.05,0,NonL-TADs,760,3R,9190450,9207249,16800,15541,41.08,Null,0.313735,0.0336281,1179.58,0.05,0.010475,1862,1899,2057,2445,7.847611463,9.051112893,7.259507723,8.372818183,4,,5
766,0.05,0,NonL-TADs,761,3R,9207250,9227149,19900,16371,43.47,Active,0.24827,0.0361188,1092.63,0.05,0.010475,19679,18525,19010,20195,75.67400996,74.82413437,62.25423201,61.55507054,4,,4
767,0.07,0,NonL-TADs,762,3R,9227150,9261249,34100,20463,52.02,Null,0.190959,0.0325385,1948.18,0.07,0.020531,1436,1292,1606,1659,4.323029326,4.985277444,2.594197921,2.991605054,3,,4
768,0.12,0,NonL-TADs,763,3R,9261250,9470949,209700,37071,95.3,Null,0.109814,0.031123,9656.69,0.12,0.060336,29741,28279,32393,30972,50.75239519,53.40606615,8.972065055,9.44118397,2,,2
769,0.07,0,NonL-TADs,764,3R,9470950,9510749,39800,42429,54.77,Active,0.110771,0.0390033,3255.42,0.07,0.020531,40648,31812,37480,37305,55.37945195,55.07153142,59.03755695,58.70929665,2,,2
770,0.06,0,NonL-TADs,765,3R,9510750,9538549,27800,19014,48.59,Active,0.109455,0.038291,1218.22,0.06,0.015084,917,912,1069,1041,3.119272639,3.467244096,2.13344784,2.371445296,2,,2
771,0.08,0,NonL-TADs,766,3R,9538550,9608249,69700,68606,66.01,Null,0.108202,0.033145,5211.78,0.08,0.026816,6228,5761,5516,6132,5.666749058,5.304747473,5.577804676,5.221485009,2,,2
772,0.08,0,NonL-TADs,767,3R,9608250,9664549,56300,12053,61.48,Null,0.129256,0.0331305,3738.2,0.08,0.026816,2815,2932,2717,2847,15.46176828,14.42339231,3.310136645,3.087835658,2,,3
773,0.1,0,NonL-TADs,768,3R,9664550,9783449,118900,14986,78.88,PcG,0.223371,0.0465855,6647.62,0.1,0.0419,311,285,312,278,1.289655312,1.230103729,0.1625464635,0.15504066,3,,4
774,0.09,1,L-TADs,769,3R,9783450,9860049,76600,76384,68.12,Active,0.358027,0.0442965,6614.3,0.09,0.033939,4637,4274,4772,4671,3.783007186,3.862629419,3.772339698,3.85173741,5,2,
775,0.08,0,NonL-TADs,770,3R,9860050,9915149,55100,32257,61.04,Null,0.324552,0.0304428,3149.6,0.08,0.026816,2197,1786,2026,2017,4.004049632,3.916113034,2.344076751,2.292596336,4,,5
776,0.12,1,L-TADs,771,3R,9915150,10112949,197800,123674,93.46,Null,0.430671,0.0277989,10766.7,0.12,0.060336,10463,8863,10327,10710,5.067300829,5.314725653,3.168318315,3.323020123,5,3,
777,0.07,0,NonL-TADs,772,3R,10112950,10153249,40300,34789,54.99,Active,0.314027,0.0313613,2516.59,0.07,0.020531,11729,10211,10869,9874,20.45068211,18.62966621,17.65406401,16.08207091,4,,5
778,0.08,0,NonL-TADs,773,3R,10153250,10216849,63600,49147,64.03,Null,0.322736,0.0241727,3979.01,0.08,0.026816,674,631,634,734,0.8610465254,0.8696901191,0.6653750563,0.672054407,4,,5
779,0.11,2,L-TADs,774,3R,10216850,10400749,183900,126023,91.22,Null,0.51028,0.0230485,7855.18,0.11,0.050699,4317,3289,4202,4222,1.957129788,2.088545764,1.341181986,1.431238732,6,4,
780,0.09,1,L-TADs,775,3R,10400750,10480749,80000,80240,69.12,Null,0.485937,0.0218775,3888.07,0.09,0.033939,18269,18466,20177,20424,14.84575346,15.80961383,14.89029072,15.85704267,5,4,
781,0.07,0,NonL-TADs,776,3R,10480750,10522449,41700,38404,55.62,Null,0.40022,0.0207431,2615.33,0.07,0.020531,11584,10650,11020,12227,18.77388962,18.91323881,17.28998698,17.4183219,5,,6
782,0.06,0,NonL-TADs,777,3R,10522450,10551249,28800,32487,49.17,Null,0.36722,0.0215499,1683.07,0.06,0.015084,7368,6325,7722,8489,13.66791029,15.59106022,15.41768756,17.58704074,5,,6
783,0.05,0,NonL-TADs,778,3R,10551250,10567449,16200,60564,40.59,Active,0.379646,0.0250136,1382.47,0.05,0.010475,16624,10099,14955,12789,14.30815976,14.31297711,53.49132024,53.50932996,5,,6
784,0.1,1,L-TADs,779,3R,10567450,10703149,135700,74726,82.43,Null,0.426901,0.0247991,7332.83,0.1,0.0419,360,328,353,403,0.2985587629,0.3161007392,0.1644075322,0.1740673828,5,3,
785,0.06,0,NonL-TADs,780,3R,10703150,10730349,27200,23894,48.24,Active,0.382661,0.0281649,1278.51,0.06,0.015084,31865,30982,30294,30963,85.29210091,80.1018075,74.92534776,70.36590399,5,,6
786,0.12,1,L-TADs,781,3R,10730350,10920849,190500,42333,92.3,Null,0.397276,0.0243855,7944.55,0.12,0.060336,1821,1582,1701,1925,2.606729834,2.676234745,0.5792687352,0.5947141494,5,3,
787,0.07,0,NonL-TADs,782,3R,10920850,10958549,37700,25482,53.79,Null,0.211694,0.0228543,1191.79,0.07,0.020531,2280,1950,2481,2402,5.382945415,5.987267534,3.638414192,4.04688465,3,,4
788,0.08,0,NonL-TADs,783,3R,10958550,11022949,64400,38927,64.3,Null,0.146729,0.0243341,5369.22,0.08,0.026816,15801,14761,16651,16936,25.4591533,26.95850042,15.38895125,16.2952414,2,,3
789,0.09,0,NonL-TADs,784,3R,11022950,11116849,93900,96884,72.91,Active,0.122475,0.0361494,8711.36,0.09,0.033939,210312,193099,205799,210481,135.0233239,134.2483438,139.314161,138.5145531,2,,2
790,0.07,0,NonL-TADs,785,3R,11116850,11156649,39800,17796,54.77,Active,0.12305,0.0388581,4667.2,0.07,0.020531,7151,6121,7032,7242,24.18394218,25.06102022,10.81350339,11.20567628,2,,2
791,0.07,0,NonL-TADs,786,3R,11156650,11199549,42900,44234,56.15,Active,0.13488,0.037658,4794.11,0.07,0.020531,28884,23984,27500,26815,38.7569674,38.36533739,39.96213743,39.55832947,2,,3
792,0.15,3,L-TADs,787,3R,11199550,11619449,419900,165468,120.12,Null,0.251112,0.0317479,20036.7,0.15,0.094275,10891,8437,11287,11598,3.787791099,4.321279434,1.49263686,1.702866076,4,1,
793,0.05,0,NonL-TADs,788,3R,11619450,11630949,11500,29410,36.21,Active,0.110279,0.0327517,831.714,0.05,0.010475,4152,2731,3940,3953,7.589197674,8.385375783,19.40854814,21.44468711,2,,2
794,0.1,0,NonL-TADs,789,3R,11630950,11759749,128800,86567,81.01,Null,0.0759394,0.0336888,8925.25,0.1,0.0419,10367,9159,10287,10412,7.314321364,7.47089184,4.915984918,5.021216567,1,,2
795,0.07,0,NonL-TADs,790,3R,11759750,11799849,40100,35848,54.9,Active,0.0545724,0.0371957,2387.99,0.07,0.020531,9276,6731,8552,8869,14.47965232,15.18390932,12.94430365,13.57388482,1,,1
796,0.1,0,NonL-TADs,791,3R,11799850,11925049,125200,107458,80.25,PcG,0.0417932,0.0390771,10577,0.1,0.0419,22008,16340,21778,21485,11.57223076,12.57920891,9.932338445,10.79661846,1,,1
797,0.09,0,NonL-TADs,792,3R,11925050,12007849,82800,51685,69.91,Null,0.0474091,0.0515234,5408.1,0.09,0.033939,3966,3781,4054,3927,4.860513517,4.824676978,3.034005328,3.011635623,1,,1
798,0.06,0,NonL-TADs,793,3R,12007850,12032149,24300,18425,46.46,Active,0.0514341,0.0626172,2128.77,0.06,0.015084,7191,7009,6927,7178,24.99159462,23.91889132,18.9493881,18.13603179,1,,1
799,0.08,0,NonL-TADs,794,3R,12032150,12086949,54800,34654,60.93,Active,0.0562428,0.0729425,6119.37,0.08,0.026816,2235,1224,2029,2047,3.236758602,3.674990797,2.046836361,2.323962246,1,,1
800,0.09,0,NonL-TADs,795,3R,12086950,12175449,88500,63570,71.48,Active,0.0572928,0.0729603,8656.76,0.09,0.033939,27368,23885,25811,26298,26.14449151,25.61155687,18.77972119,18.39691153,1,,1
801,0.09,0,NonL-TADs,796,3R,12175450,12259349,83900,51534,70.22,PcG,0.0525216,0.0571582,7589.76,0.09,0.033939,1698,1604,1759,1781,2.077764567,2.146272497,1.276227881,1.318307591,1,,1
802,0.06,0,NonL-TADs,797,3R,12259350,12280849,21500,17380,44.6,Active,0.0891115,0.0708636,3733.23,0.06,0.015084,6941,6149,7088,7151,24.4232241,25.597949,19.74305278,20.69266761,2,,2
803,0.07,0,NonL-TADs,798,3R,12280850,12325649,44800,38737,56.97,Active,0.130228,0.0813131,3268.09,0.07,0.020531,11041,9570,11548,10985,17.25385721,18.17475163,14.91880953,15.71507486,2,,3
804,0.11,1,L-TADs,799,3R,12325650,12482749,157100,210405,86.55,PcG,0.216296,0.0915526,11982.4,0.11,0.050699,21591,18404,20100,19868,6.164001915,5.935151542,8.255485824,7.948985106,3,1,
805,0.11,0,NonL-TADs,800,3R,12482750,12625349,142600,36680,83.8,PcG,0.131275,0.0756207,4535.55,0.11,0.050699,0,0,0,0,0,0,0,0,2,,3
806,0.12,0,NonL-TADs,801,3R,12625350,12820349,195000,95638,93.02,PcG,0.0764511,0.0506052,7123.7,0.12,0.060336,1206,1361,1317,1449,0.8703791984,0.9036435267,0.4268785937,0.4431931262,1,,2
807,0.07,0,NonL-TADs,802,3R,12820350,12867749,47400,41907,58.05,PcG,0.129007,0.0463662,3313.3,0.07,0.020531,8524,7333,8370,8310,12.27008508,12.43612062,10.84815307,10.9949474,2,,3
808,0.07,0,NonL-TADs,803,3R,12867750,12905749,38000,29897,53.93,Active,0.187613,0.0470733,2781.47,0.07,0.020531,5160,4491,5032,5111,10.46785803,10.60020503,8.235725044,8.339850786,3,,4
809,0.13,2,L-TADs,804,3R,12905750,13207749,302000,150031,107.62,Null,0.429632,0.0467806,12686.8,0.13,0.070811,23197,19958,21192,22861,9.327456598,9.17423661,4.633800135,4.557681765,5,3,
810,0.05,0,NonL-TADs,805,3R,13207750,13227849,20100,14656,43.61,Active,0.426266,0.0464958,1011.24,0.05,0.010475,13275,12966,14364,15416,58.06013547,63.48698292,42.33479331,46.29180207,5,,6
811,0.1,1,L-TADs,806,3R,13227850,13358949,131100,73203,81.49,Null,0.494614,0.0472744,5424.91,0.1,0.0419,1776,1711,1837,1912,1.544671692,1.600154851,0.8625064979,0.8934869224,6,4,
812,0.05,0,NonL-TADs,807,3R,13358950,13374149,15200,10511,39.73,Active,0.494219,0.0494103,768.984,0.05,0.010475,7883,7236,7057,7333,46.64360951,42.77521582,32.25466971,29.57962457,6,,6
813,0.08,1,L-TADs,808,3R,13374150,13442049,67900,16788,65.44,PcG,0.470209,0.0519637,4347.39,0.08,0.026816,560,482,630,682,2.012713123,2.441801331,0.4976351681,0.6037254895,5,3,
