bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Genomic length of genes,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
565,0.06,0,NonL-TADs,563,3L,12797950,12828049,30100,37760,49.9,Active,0.36459,0.064598,2671.35,0.06,0.015084,4788,4280,4703,5044,7.787402921,8.065186825,9.769180542,10.1176563,5,,6
566,0.11,1,L-TADs,564,3L,12828050,12998349,170300,35875,88.91,Null,0.500636,0.0695084,7590.42,0.11,0.050699,3409,3291,3528,3852,6.056141487,6.427467712,1.275772612,1.353995327,6,4,
567,0.05,0,NonL-TADs,565,3L,12998350,13014649,16300,13590,40.67,Active,0.399435,0.0579286,691.543,0.05,0.010475,10322,9819,9919,10039,48.05899588,45.88524058,40.06881926,38.25646746,5,,6
568,0.06,0,NonL-TADs,566,3L,13014650,13037949,23300,19911,45.81,Active,0.368533,0.0551747,1187.8,0.06,0.015084,65866,62601,62037,61771,209.2240623,194.2813387,178.7922877,166.0229929,5,,6
569,0.14,1,L-TADs,567,3L,13037950,13382549,344600,82326,112.46,Null,0.503493,0.0491772,10432.4,0.14,0.082124,6488,6407,8144,8526,5.079225,6.326653313,1.213442476,1.511456937,6,4,
570,0.09,0,NonL-TADs,568,3L,13382550,13479649,97100,55198,73.73,PcG,0.266921,0.0466813,3201.19,0.09,0.033939,11166,9437,9863,10710,12.10375823,11.64527465,6.88056897,6.619936868,4,,5
571,0.16,1,L-TADs,569,3L,13479650,13995649,516000,323998,128.66,Null,0.452119,0.0390368,14390,0.16,0.107264,20828,16943,21327,22352,3.780326177,4.212169209,2.373678529,2.644834108,5,3,
572,0.07,0,NonL-TADs,570,3L,13995650,14045749,50100,31511,59.13,Active,0.173745,0.0385165,4352.45,0.07,0.020531,31490,24372,29543,29568,57.48670474,58.61132945,36.15695715,36.86430344,3,,3
573,0.1,0,NonL-TADs,571,3L,14045750,14183649,137900,61714,82.87,PcG,0.154474,0.0416329,6790.75,0.1,0.0419,10943,10169,11630,12487,11.09325001,12.20998242,4.964531046,5.464299168,2,,3
574,0.06,0,NonL-TADs,572,3L,14183650,14204649,21000,43150,44.25,Null,0.17805,0.0331935,803.474,0.06,0.015084,730,670,729,634,1.052108079,0.9869394464,2.161831601,2.027925577,3,,3
575,0.14,1,L-TADs,573,3L,14204650,14531249,326600,216139,110.47,Null,0.336516,0.0392783,9490.1,0.14,0.082124,7413,6684,7674,7791,2.114982031,2.235590411,1.399663506,1.47948033,4,2,
576,0.06,0,NonL-TADs,574,3L,14531250,14555149,23900,10809,46.2,Active,0.174354,0.0434434,604.457,0.06,0.015084,358,398,416,456,2.268033153,2.520614439,1.025739345,1.13997161,3,,3
577,0.08,0,NonL-TADs,575,3L,14555150,14622249,67100,28778,65.18,PcG,0.140027,0.0434876,3848.22,0.08,0.026816,816,758,864,834,1.773606369,1.843539848,0.7606683173,0.790661546,2,,3
578,0.07,0,NonL-TADs,576,3L,14622250,14666149,43900,114001,56.59,Null,0.119042,0.0342202,1804.16,0.07,0.020531,299,297,373,418,0.1695316226,0.2167920111,0.440245433,0.5629728031,2,,2
579,0.09,0,NonL-TADs,577,3L,14666150,14753949,87800,26578,71.29,Null,0.124186,0.0337889,3488.91,0.09,0.033939,3275,2266,3194,2650,6.760502426,6.870104795,2.046476463,2.079654274,2,,2
580,0.07,0,NonL-TADs,578,3L,14753950,14798349,44400,35872,56.8,Active,0.160371,0.036462,2475.23,0.07,0.020531,7313,5650,7321,7436,11.71825785,12.85339748,9.467507783,10.38461879,3,,3
581,0.11,1,L-TADs,579,3L,14798350,14974549,176200,129479,89.93,Null,0.252884,0.0383725,8687.78,0.11,0.050699,305,266,317,391,0.1430045618,0.1708477929,0.105085628,0.1255459783,4,1,
582,0.06,0,NonL-TADs,580,3L,14974550,15007149,32600,29073,51.24,Active,0.189824,0.0446034,2285.22,0.06,0.015084,5669,5690,5052,5517,12.66961364,11.35846126,11.29888581,10.12958725,3,,4
583,0.09,0,NonL-TADs,581,3L,15007150,15087249,80100,80197,69.15,PcG,0.162736,0.0520105,6090.75,0.09,0.033939,1710,1303,1676,1666,1.218299677,1.302038346,1.219775021,1.303615096,3,,3
584,0.07,0,NonL-TADs,582,3L,15087250,15135849,48600,51720,58.54,Active,0.176121,0.050292,3520.89,0.07,0.020531,15161,13673,14552,14924,18.07837946,17.8067837,19.23896678,18.94993524,3,,3
585,0.05,0,NonL-TADs,583,3L,15135850,15155849,20000,19748,43.54,Active,0.203899,0.0452686,1446.87,0.05,0.010475,4812,4037,4500,4399,14.53062171,14.07970449,14.34753588,13.90230021,3,,4
586,0.14,1,L-TADs,584,3L,15155850,15490249,334400,33529,111.34,Null,0.405253,0.0459569,12702.9,0.14,0.082124,1405,1378,2109,2169,2.691570287,3.986535456,0.2698733857,0.3997145553,5,3,
587,0.06,0,NonL-TADs,585,3L,15490250,15516749,26500,20665,47.82,Active,0.248302,0.043918,841.56,0.06,0.015084,4388,3967,4145,4395,13.11064821,12.91213068,10.2238319,10.06902568,4,,4
588,0.06,0,NonL-TADs,586,3L,15516750,15549049,32300,28401,51.08,Null,0.238634,0.04147,3094.94,0.06,0.015084,8623,6947,8459,8403,17.77739412,18.5502986,15.631448,16.31105358,3,,4
589,0.06,0,NonL-TADs,587,3L,15549050,15582549,33500,42780,51.71,Active,0.260775,0.038323,4103.22,0.06,0.015084,9686,8373,9520,10041,13.68882078,14.28649602,17.48082845,18.24406864,4,,5
590,0.12,1,L-TADs,588,3L,15582550,15801049,218500,69616,96.61,Null,0.453678,0.0408891,9938.03,0.12,0.060336,747,643,793,787,0.6474688128,0.7091261038,0.2062891939,0.225933743,5,3,
591,0.06,0,NonL-TADs,589,3L,15801050,15830549,29500,23844,49.56,Active,0.389508,0.0425989,1456.38,0.06,0.015084,4060,3518,4370,4164,10.30596368,11.18275929,8.330013493,9.038702123,5,,6
592,0.1,1,L-TADs,590,3L,15830550,15947449,116900,94486,78.43,Null,0.414988,0.0397784,7078.56,0.1,0.0419,42,52,24,50,0.03226067943,0.02447032331,0.0260751288,0.01977846851,5,3,
593,0.08,0,NonL-TADs,591,3L,15947450,16005349,57900,58556,62.06,Active,0.25427,0.0396648,5403.26,0.08,0.026816,13392,11259,12836,13262,13.65137068,13.92551535,13.80603906,14.08328975,4,,5
594,0.06,0,NonL-TADs,592,3L,16005350,16030949,25600,11025,47.28,PcG,0.226305,0.0419184,2323.14,0.06,0.015084,983,828,1078,1045,5.326635413,6.016540543,2.293990446,2.591107793,3,,4
595,0.05,0,NonL-TADs,593,3L,16030950,16044549,13600,12251,38.29,Active,0.227887,0.041913,2178.55,0.05,0.010475,4293,4209,4142,4497,22.50415346,22.03268299,20.27194,19.84723524,3,,4
596,0.09,0,NonL-TADs,594,3L,16044550,16122849,78300,72825,68.62,Active,0.258109,0.0437641,8384.54,0.09,0.033939,14964,13189,15902,15988,12.53595161,13.68199658,11.6593956,12.72530525,4,,5
597,0.13,1,L-TADs,595,3L,16122850,16372449,249600,96056,101,Null,0.532793,0.0341514,14563.2,0.13,0.070811,6661,5878,6862,6822,4.233031738,4.451065851,1.629038849,1.712947041,6,4,
598,0.06,0,NonL-TADs,596,3L,16372450,16405549,33100,22995,51.5,Active,0.514088,0.0358339,2594.05,0.06,0.015084,6973,6684,8067,8757,19.25905686,22.85974057,13.379517,15.88095874,6,,6
599,0.09,1,L-TADs,597,3L,16405550,16488949,83400,156808,70.08,Null,0.578334,0.0322456,5393.46,0.09,0.033939,6156,5942,6413,6469,2.501833966,2.566791135,4.703927824,4.826059764,6,5,
600,0.09,1,L-TADs,598,3L,16488950,16567749,78800,15821,68.77,Null,0.56031,0.0322203,4049.67,0.09,0.033939,6,9,16,10,0.03074471336,0.05134697569,0.006172742514,0.01030914343,6,4,
601,0.07,0,NonL-TADs,599,3L,16567750,16609049,41300,36529,55.45,Active,0.432063,0.0375633,2985.02,0.07,0.020531,36213,31215,33703,33782,59.8570921,57.72247183,52.94236604,51.05433834,5,,6
602,0.06,0,NonL-TADs,600,3L,16609050,16641549,32500,26214,51.19,Null,0.381156,0.0303428,2974.59,0.06,0.015084,4657,3523,4329,4790,10.11889591,10.86899458,8.161745766,8.766763813,5,,6
603,0.08,0,NonL-TADs,601,3L,16641550,16705849,64300,59262,64.26,Null,0.363375,0.0297927,4255.12,0.08,0.026816,9567,7491,9333,9540,9.333938302,9.950389641,8.602610445,9.170761911,5,,6
604,0.09,1,L-TADs,602,3L,16705850,16800949,95100,62269,73.22,Null,0.425165,0.0308527,6340.69,0.09,0.033939,22976,19439,21949,23021,22.08821902,22.5645381,14.4627898,14.77467111,5,3,
605,0.06,0,NonL-TADs,603,3L,16800950,16834549,33600,12338,51.76,Null,0.406821,0.0321798,1552.51,0.06,0.015084,2410,2174,2171,2236,12.04794463,11.16024519,4.424033954,4.098068606,5,,6
606,0.06,0,NonL-TADs,604,3L,16834550,16859349,24800,88685,46.78,Active,0.382831,0.0380728,1229.26,0.06,0.015084,7144,6057,7128,7083,4.826916439,5.006680993,17.26109211,17.90393161,5,,6
607,0.09,1,L-TADs,605,3L,16859350,16947149,87800,28832,71.29,Null,0.391795,0.0378848,7385.63,0.09,0.033939,51,44,46,48,0.1068469073,0.1018658318,0.03508667461,0.03345097566,5,3,
608,0.08,0,NonL-TADs,606,3L,16947150,17008249,61100,47918,63.18,Active,0.318465,0.0509828,4830.03,0.08,0.026816,10982,9238,10534,11748,13.68344932,14.52883991,10.73131791,11.39431998,4,,5
609,0.07,0,NonL-TADs,607,3L,17008250,17048649,40400,31477,55.04,Active,0.291793,0.0574182,3051.16,0.07,0.020531,6568,5551,6240,6370,12.48494321,12.51691215,9.727439542,9.752347616,4,,5
610,0.15,3,L-TADs,608,3L,17048650,17427849,379200,276263,116.1,Null,0.498115,0.0692652,15914.3,0.15,0.094275,11286,9968,11946,11032,2.494773215,2.598752697,1.817546236,1.893299621,6,4,
611,0.07,0,NonL-TADs,609,3L,17427850,17468649,40800,21454,55.22,Null,0.223361,0.046076,2980.18,0.07,0.020531,4434,4230,4559,4286,13.09553625,12.88145772,6.886069481,6.773499853,3,,4
612,0.09,0,NonL-TADs,610,3L,17468650,17551949,83300,60749,70.05,Active,0.198756,0.0507819,6526.11,0.09,0.033939,10117,8474,10292,10496,9.923771079,10.69175569,7.237204914,7.797280509,3,,4
613,0.07,0,NonL-TADs,611,3L,17551950,17590349,38400,59271,54.12,Null,0.220908,0.0386957,3219.53,0.07,0.020531,579,364,580,520,0.5159202306,0.5798636463,0.7963309372,0.8950285985,3,,4
614,0.06,0,NonL-TADs,612,3L,17590350,17614049,23700,1381,46.08,Null,0.278441,0.0375545,1673.96,0.06,0.015084,2029,1956,1983,2002,93.57239966,90.15921023,5.452467676,5.253580984,4,,5
615,0.12,1,L-TADs,613,3L,17614050,17837449,223400,188796,97.33,Null,0.471206,0.0403054,12322.7,0.12,0.060336,27377,21121,25759,25546,8.329983869,8.490677683,7.039693977,7.175496794,5,3,
616,0.08,1,L-TADs,614,3L,17837450,17904249,66800,31699,65.09,Active,0.442663,0.0473278,5028.89,0.08,0.026816,10399,10024,10298,10627,20.89234051,20.62506645,9.914166193,9.78733505,5,3,
617,0.1,0,NonL-TADs,615,3L,17904250,18015849,111600,111758,77.23,Null,0.277771,0.041859,6920.92,0.1,0.0419,2187,1405,1964,2177,1.042247415,1.157716068,1.043722999,1.159355128,4,,5
618,0.09,0,NonL-TADs,616,3L,18015850,18105749,89900,29616,71.86,Null,0.218956,0.0480225,3400.26,0.09,0.033939,2711,2427,2651,2599,5.625755046,5.538706518,1.853307691,1.824631059,3,,4
619,0.14,1,L-TADs,617,3L,18105750,18454949,349200,62154,112.96,PcG,0.41763,0.0671637,6751.4,0.14,0.082124,405,422,437,440,0.4314689482,0.4408653448,0.07679702464,0.07846948637,5,3,
620,0.11,0,NonL-TADs,618,3L,18454950,18614849,159900,86219,87.06,Null,0.148908,0.0453852,2485.12,0.11,0.050699,1783,1602,1726,1626,1.273118449,1.214720834,0.6864727925,0.6549844625,2,,3
621,0.07,0,NonL-TADs,619,3L,18614850,18660449,45600,43279,57.31,Null,0.148546,0.0429377,1554.4,0.07,0.020531,1103,944,947,969,1.533747067,1.383227896,1.455680686,1.312822809,2,,3
622,0.05,1,L-TADs,620,3L,18660450,18677249,16800,11558,41.08,Active,0.145815,0.0432333,0,0.05,0.010475,10644,7362,10578,10800,50.51817763,57.79095006,34.75530339,39.75879767,2,1,
623,0.08,0,NonL-TADs,621,3L,18677250,18739949,62700,9062,63.73,Null,0.143728,0.0433681,1883.27,0.08,0.026816,604,485,597,480,3.896879187,3.71336036,0.5632140223,0.5366901369,2,,3
624,0.08,0,NonL-TADs,622,3L,18739950,18814649,74700,56927,67.56,Null,0.116359,0.0332185,3064.75,0.08,0.026816,5776,5275,5738,5780,6.295009666,6.321705036,4.797269281,4.817613154,2,,2
625,0.06,0,NonL-TADs,623,3L,18814650,18841249,26600,24427,47.88,Null,0.131025,0.0319929,2171.94,0.06,0.015084,6684,6965,7322,8308,18.11940037,19.99237076,16.63919522,18.35915942,2,,3
626,0.06,0,NonL-TADs,624,3L,18841250,18862449,21200,3969,44.39,PcG,0.155162,0.0357796,1070.92,0.06,0.015084,306,204,254,232,4.166795602,3.825873638,0.7800948936,0.7162685127,2,,3
627,0.06,1,L-TADs,625,3L,18862450,18891849,29400,27622,49.51,Null,0.153933,0.0314835,1148.14,0.06,0.015084,10084,9138,10425,11115,22.5661033,24.36497834,21.20139134,22.89147727,2,1,
628,0.09,0,NonL-TADs,626,3L,18891850,18988949,97100,64854,73.73,Null,0.154715,0.032203,3823.47,0.09,0.033939,43092,42366,40252,40722,42.7296246,39.010748,28.53951672,26.05564419,2,,3
629,0.08,0,NonL-TADs,627,3L,18988950,19056549,67600,53794,65.34,Null,0.16468,0.0338448,3313.02,0.08,0.026816,2824,2625,3046,3328,3.284702864,3.70214711,2.613865472,2.946054758,3,,3
630,0.06,0,NonL-TADs,628,3L,19056550,19087549,31000,20780,50.39,Active,0.225166,0.039436,2098.7,0.06,0.015084,2555,2329,2661,2651,7.621548752,7.987078902,5.108896228,5.353919341,3,,4
631,0.11,1,L-TADs,629,3L,19087550,19244849,157300,101984,86.59,Null,0.33219,0.0377134,6590.11,0.11,0.050699,4309,4256,4532,4874,2.723381265,2.881697463,1.765679052,1.868321895,4,2,
632,0.05,0,NonL-TADs,630,3L,19244850,19256949,12100,14422,36.82,Active,0.298265,0.0381932,0,0.05,0.010475,5727,5484,5766,6093,25.20762801,25.69200687,30.04499265,30.62232422,4,,5
633,0.14,2,L-TADs,631,3L,19256950,19578449,321500,210665,109.89,Null,0.371644,0.0389635,11460.3,0.14,0.082124,8072,7506,8439,8908,2.397907531,2.572808385,1.571244759,1.685849699,5,2,
634,0.08,0,NonL-TADs,632,3L,19578450,19637549,59100,51877,62.48,Active,0.176203,0.0468168,3942.19,0.08,0.026816,20791,18111,20917,20298,24.31701127,24.82309346,21.34506927,21.78929982,3,,3
635,0.07,0,NonL-TADs,633,3L,19637550,19679749,42200,18857,55.85,PcG,0.140987,0.0466485,2624.64,0.07,0.020531,861,628,882,988,2.560561531,3.098449749,1.144182673,1.384537131,2,,3
636,0.1,0,NonL-TADs,634,3L,19679750,19785649,105900,93952,75.89,Null,0.128057,0.0457153,6490.69,0.1,0.0419,1093,1129,1249,1365,0.7669219096,0.86931066,0.6803951581,0.7712320598,2,,3
637,0.09,0,NonL-TADs,635,3L,19785650,19889649,104000,120552,75.43,Active,0.197553,0.0557414,10182.1,0.09,0.033939,59549,50597,59553,65844,29.62834754,32.5003605,34.343813,37.67291787,3,,4
638,0.05,1,L-TADs,636,3L,19889650,19902349,12700,0,37.42,HP1/centro,0.22875,0.0551522,1963.13,0.05,0.010475,0,0,0,0,0,0,0,0,3,1,
639,0.05,0,NonL-TADs,637,3L,19902350,19921949,19600,19829,43.25,Active,0.251551,0.0554967,1711.89,0.05,0.010475,22296,18467,21122,21297,66.66201639,66.83978818,67.44087362,67.62072244,4,,5
640,0.09,0,NonL-TADs,638,3L,19921950,19999449,77500,67763,68.39,Null,0.31679,0.0584044,3996.5,0.09,0.033939,9619,9569,10210,10177,9.182273088,9.400179565,8.028624146,8.219153133,4,,5
641,0.06,1,L-TADs,639,3L,19999450,20023449,24000,19909,46.27,HP1/centro,0.369031,0.0613014,2665.4,0.06,0.015084,4796,4616,6237,6266,15.33012132,19.62186287,12.71697439,16.27715282,5,2,
642,0.14,2,L-TADs,640,3L,20023450,20337949,314500,195855,109.08,Null,0.502427,0.0786999,15002.3,0.14,0.082124,24922,21154,24201,24993,7.628747249,7.847890327,4.750805381,4.88727682,6,4,
643,0.1,0,NonL-TADs,641,3L,20337950,20466849,128900,106206,81.03,Active,0.241696,0.0818131,14057,0.1,0.0419,22225,20238,22086,22577,12.96506628,13.13936237,10.68245018,10.82605989,4,,4
644,0.07,0,NonL-TADs,642,3L,20466850,20511749,44900,44712,57.01,Active,0.256545,0.0802488,4058.38,0.07,0.020531,11670,11061,11198,11871,16.48570656,16.12055999,16.41667955,16.05306187,4,,5
645,0.06,0,NonL-TADs,643,3L,20511750,20534649,22900,21899,45.55,Active,0.315987,0.0802471,1683.03,0.06,0.015084,4206,4181,4268,4609,12.41925314,12.6653556,11.87638535,12.11173023,4,,5
646,0.12,1,L-TADs,644,3L,20534650,20761849,227200,61683,97.88,PcG,0.531399,0.0879767,10137.8,0.12,0.060336,404,342,403,384,0.3921809187,0.3986435082,0.1064740124,0.1082285542,6,4,
647,0.05,0,NonL-TADs,645,3L,20761850,20779349,17500,15809,41.64,Active,0.466543,0.0764421,0,0.05,0.010475,6071,4737,5998,5864,22.16940598,23.44385204,20.02720795,21.17850611,5,,6
648,0.13,1,L-TADs,646,3L,20779350,21022049,242700,176669,100.06,Null,0.61372,0.0844207,10132.7,0.13,0.070811,14980,12051,15002,15465,4.961521546,5.388213471,3.611648331,3.922250868,6,5,
649,0.11,1,L-TADs,647,3L,21022050,21169649,147600,153374,84.77,Null,0.503049,0.0699172,4831.3,0.11,0.050699,20147,17529,18921,19469,7.965740678,7.82063144,8.277354409,8.126568608,6,4,
650,0.09,0,NonL-TADs,648,3L,21169650,21274749,105100,89443,75.7,Null,0.264663,0.0675844,4466.74,0.09,0.033939,16131,16544,16697,18399,11.84628996,12.25989401,10.08151963,10.43350809,4,,5
651,0.11,0,NonL-TADs,649,3L,21274750,21438749,164000,138953,87.8,Null,0.169171,0.0651186,6768.78,0.11,0.050699,26734,21882,26658,26491,11.34552026,11.95095529,9.612768759,10.12573836,3,,3
652,0.07,0,NonL-TADs,650,3L,21438750,21478549,39800,4836,54.77,PcG,0.182971,0.0685861,2335.65,0.07,0.020531,3918,3442,4029,4063,49.35198691,52.28113815,5.99663841,6.352552364,3,,4
653,0.08,0,NonL-TADs,651,3L,21478550,21547649,69100,58836,65.82,Active,0.227786,0.0754519,5116.2,0.08,0.026816,36902,31241,39083,38638,37.55702905,41.27344235,31.97836992,35.14275332,3,,4
654,0.13,2,L-TADs,652,3L,21547650,21816549,268900,149558,103.54,PcG,0.466165,0.0879776,12496.2,0.13,0.070811,25009,21895,25768,25985,10.16982201,10.81188288,5.656296917,6.013401191,5,3,
655,0.05,0,NonL-TADs,653,3L,21816550,21835349,18800,15084,42.65,Active,0.389049,0.0742257,467.88,0.05,0.010475,17309,13367,17659,18893,65.94704274,75.71293344,52.91197833,60.74754723,5,,6
656,0.1,1,L-TADs,654,3L,21835350,21948849,113500,64621,77.66,Null,0.409943,0.0766751,4353.6,0.1,0.0419,3352,2776,3573,3585,3.075092628,3.460935226,1.750797892,1.97047661,5,3,
657,0.1,0,NonL-TADs,655,3L,21948850,22070049,121200,61507,79.38,Null,0.270741,0.0806931,2949.89,0.1,0.0419,62647,60886,57146,56746,65.12857312,57.85543006,33.05167613,29.36067604,4,,5
658,0.17,3,L-TADs,656,3L,22070050,22708049,638000,317089,138.09,HP1/centro,0.46088,0.0852772,18843.7,0.17,0.121091,23324,20918,23918,24979,4.524459395,4.818107545,2.248677594,2.394622106,5,3,
659,0.11,0,NonL-TADs,657,3L,22708050,22857349,149300,108109,85.1,Active,0.190847,0.0865773,13226.7,0.11,0.050699,8142,7017,8644,8626,4.546967214,4.991211106,3.292485455,3.614165047,3,,4
660,0.16,1,L-TADs,658,3L,22857350,23347949,490600,213194,126.51,HP1/centro,0.337917,0.081029,16033.2,0.16,0.107264,76125,69041,71925,71199,22.0802025,20.97552979,9.595121671,9.115077657,4,2,
661,0.15,0,NonL-TADs,659,3L,23347950,23788649,440700,148854,122.07,HP1/centro,0.0746556,0.0680511,6683.53,0.15,0.094275,3466,3475,4245,4088,1.512079602,1.749106783,0.5107308761,0.5907908805,1,,2
665,0.1,0,NonL-TADs,660,3R,47050,163149,116100,82222,78.25,Active,0.0748756,0.0351605,15358.4,0.1,0.0419,31720,26737,31095,29848,23.05481317,23.15854362,16.32741471,16.4008766,1,,2
666,0.07,0,NonL-TADs,661,3R,163150,205549,42400,13419,55.93,PcG,0.12427,0.0492666,5571.62,0.07,0.020531,1527,1331,1549,1491,6.90645508,7.078298645,2.1857953,2.240181357,2,,2
667,0.06,0,NonL-TADs,662,3R,205550,228949,23400,25303,45.88,Active,0.161306,0.0639426,3441.02,0.06,0.015084,19356,19260,20526,21093,49.48896717,51.39194767,53.51364685,55.57138684,3,,3
668,0.09,0,NonL-TADs,663,3R,228950,305349,76400,54821,68.06,Active,0.234575,0.07686,8898.48,0.09,0.033939,25019,20006,24252,25213,26.63298767,28.19204057,19.11056305,20.22926513,3,,4
669,0.11,1,L-TADs,664,3R,305350,484449,179100,114000,90.42,Null,0.400048,0.0492199,14001.2,0.11,0.050699,26391,21873,24910,25368,13.72876847,13.77998021,8.738579596,8.771176683,5,3,
670,0.11,1,L-TADs,665,3R,484450,647449,163000,136067,87.62,Null,0.557357,0.0751268,8371.68,0.11,0.050699,24320,20104,24017,24538,10.58712329,11.14953103,8.837779788,9.307259131,6,4,
671,0.09,1,L-TADs,666,3R,647450,732949,85500,23998,70.67,PcG,0.561897,0.101661,2932.34,0.09,0.033939,3621,3059,3275,3245,9.026399132,8.488833166,2.533514928,2.382631793,6,4,
672,0.07,0,NonL-TADs,667,3R,732950,777149,44200,50928,56.71,HP1/centro,0.468109,0.107866,1808.91,0.07,0.020531,6369,5590,6950,7242,7.614674868,8.70687747,8.773759314,10.03221393,5,,6
673,0.05,0,NonL-TADs,668,3R,777150,795749,18600,9162,42.5,Null,0.433016,0.107055,992.998,0.05,0.010475,4,8,5,9,0.04247213361,0.04774338419,0.02092095097,0.02351746699,5,,6
674,0.11,1,L-TADs,669,3R,795750,952349,156600,29832,86.46,Null,0.486186,0.127272,5686.84,0.11,0.050699,5,7,10,12,0.01304403621,0.02304176601,0.002484863909,0.004389412284,5,4,
675,0.09,0,NonL-TADs,670,3R,952350,1043349,91000,67538,72.15,Null,0.241124,0.107051,4782.79,0.09,0.033939,3742,2907,3981,4192,3.192429072,3.781018086,2.369343678,2.806180214,4,,4
676,0.07,0,NonL-TADs,671,3R,1043350,1089449,46100,48086,57.52,Active,0.183053,0.103564,3632.37,0.07,0.020531,18060,16221,17832,17820,23.11787706,23.16544767,24.11380123,24.16342119,3,,4
677,0.07,0,NonL-TADs,672,3R,1089450,1123949,34500,79665,52.22,Null,0.153633,0.0863408,3993.54,0.07,0.020531,3275,2780,3391,3385,2.464675267,2.657549047,5.69125667,6.136627385,2,,3
678,0.08,0,NonL-TADs,673,3R,1123950,1179549,55600,2076,61.22,Null,0.146166,0.0707722,5083.74,0.08,0.026816,2815,2922,2823,2858,89.6129183,85.5013342,3.345978748,3.192459888,2,,3
679,0.05,0,NonL-TADs,674,3R,1179550,1194249,14700,12442,39.29,Active,0.158769,0.053916,2177.06,0.05,0.010475,8901,7706,8449,8706,43.28267649,43.08002801,36.63422183,36.46270126,3,,3
680,0.09,1,L-TADs,675,3R,1194250,1292049,97800,89404,73.9,Active,0.156435,0.0400521,15126.8,0.09,0.033939,25831,22411,25642,25290,17.49772047,17.79955858,15.99556443,16.27149013,3,1,
681,0.09,0,NonL-TADs,676,3R,1292050,1374249,82200,85319,69.75,Active,0.145652,0.0654657,13215.5,0.09,0.033939,14801,12489,14661,15183,10.3722004,10.92915855,10.76576357,11.34385497,2,,3
682,0.07,0,NonL-TADs,677,3R,1374250,1417949,43700,37737,56.5,Active,0.0972724,0.0357638,6824.75,0.07,0.020531,24787,22085,25308,25482,40.27719643,42.05196483,34.78124855,36.31384432,2,,2
683,0.09,0,NonL-TADs,678,3R,1417950,1495849,77900,79895,68.51,Active,0.0954131,0.0600712,11844.4,0.09,0.033939,85251,77824,81839,82066,66.18825113,64.09852747,67.8833161,65.74007512,2,,2
684,0.05,0,NonL-TADs,679,3R,1495850,1512449,16600,5373,40.92,Active,0.102095,0.0754524,2697.94,0.05,0.010475,874,822,959,926,10.23580791,10.96149943,3.313072043,3.547960026,2,,2
685,0.07,0,NonL-TADs,680,3R,1512450,1558749,46300,17981,57.6,Null,0.108462,0.0903927,5471.95,0.07,0.020531,1055,879,1100,1141,3.487833532,3.894067426,1.354529908,1.512294306,2,,2
686,0.06,0,NonL-TADs,681,3R,1558750,1583449,24700,17734,46.71,Active,0.118581,0.0980844,5748.81,0.06,0.015084,9127,7851,8862,9158,31.04509156,31.7485236,22.28962161,22.79466872,2,,2
687,0.06,0,NonL-TADs,682,3R,1583450,1604849,21400,21807,44.53,Null,0.13222,0.099721,2326.08,0.06,0.015084,4,4,4,2,0.01189617059,0.008596680344,0.01212242019,0.008760177956,2,,3
688,0.07,0,NonL-TADs,683,3R,1604850,1649149,44300,32862,56.76,Active,0.15499,0.0976104,5081.09,0.07,0.020531,11109,9782,10002,10014,20.61476354,19.03087482,15.29215259,14.11721464,2,,3
689,0.07,0,NonL-TADs,684,3R,1649150,1688549,39400,31495,54.58,Active,0.19152,0.0840021,3569.87,0.07,0.020531,3859,3364,3923,4170,7.436851715,8.028665779,5.944762557,6.417838292,3,,4
690,0.16,2,L-TADs,685,3R,1688550,2176749,488200,210874,126.31,Null,0.432747,0.0571776,22469.6,0.16,0.107264,28783,24187,30108,30159,8.145543302,8.929599667,3.518400857,3.857067595,5,3,
691,0.08,0,NonL-TADs,686,3R,2176750,2231349,54600,41380,60.85,Active,0.297775,0.0862291,4748.66,0.08,0.026816,12331,9342,11826,11755,16.98406583,17.80521341,12.87180667,13.49413427,4,,5
692,0.08,0,NonL-TADs,687,3R,2231350,2283449,52100,46627,59.91,Null,0.369171,0.0954188,4583.89,0.08,0.026816,6155,4623,6557,6397,7.495728116,8.68044262,6.708316984,7.768579617,5,,6
693,0.12,1,L-TADs,688,3R,2283450,2486549,203100,107133,94.29,Null,0.732604,0.109313,6676.67,0.12,0.060336,9129,8059,9141,9083,5.202537251,5.314909719,2.744280764,2.803555997,6,6,
694,0.09,1,L-TADs,689,3R,2486550,2586049,99500,68295,74.33,PcG,0.791726,0.1023,3307.1,0.09,0.033939,3,2,0,0,0.002374073798,0,0.001629521307,0,6,6,
695,0.11,1,L-TADs,690,3R,2586050,2737649,151600,145826,85.53,PcG,0.804967,0.0887729,4150.68,0.11,0.050699,459,386,298,259,0.1879034983,0.1193426517,0.1807468043,0.1147972397,6,6,
